TOPIC,SUBTOPIC,SUBTOPIC_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_UCI,ESTIMATE_LCI,FLAG,FOOTNOTE_ID_LIST
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,104,"Percent of population, crude",0,2009-2010,6,40.8,3.1,47.7,34.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,104,"Percent of population, crude",0,2011-2012,7,34.8,3.2,41.9,28.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,104,"Percent of population, crude",0,2013-2014,8,42.4,4.4,52.2,33.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,104,"Percent of population, crude",0,2015-2016,9,42,3.2,49.1,35.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 60-69 years,25,104,"Percent of population, crude",0,2017-2018,10,45,4.6,55.2,35,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,105,"Percent of population, crude",0,1999-2000,1,23.8,2.8,30.5,17.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,105,"Percent of population, crude",0,2001-2002,2,20.4,2.5,26.4,15.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,105,"Percent of population, crude",0,2003-2004,3,25.5,2.3,30.6,20.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,105,"Percent of population, crude",0,2005-2006,4,26.9,2.2,32,22.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,105,"Percent of population, crude",0,2007-2008,5,32,2.5,37.7,26.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,105,"Percent of population, crude",0,2009-2010,6,31.3,2.1,36.1,26.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,105,"Percent of population, crude",0,2011-2012,7,28.4,2.9,34.9,22.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,105,"Percent of population, crude",0,2013-2014,8,31.1,3.7,39.8,23.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,105,"Percent of population, crude",0,2015-2016,9,34,3.7,42.5,26.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in adults",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 70 years and older,26,105,"Percent of population, crude",0,2017-2018,10,38.7,2.8,45,32.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC05,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Total,0,Total,0,0,2-19 years,27,60,"Percent of population, crude",0,1999-2000,1,13.9,0.9,15.9,12.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Total,0,Total,0,0,2-19 years,27,60,"Percent of population, crude",0,2001-2002,2,15.4,0.9,17.5,13.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Total,0,Total,0,0,2-19 years,27,60,"Percent of population, crude",0,2003-2004,3,17.1,1.3,20,14.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Total,0,Total,0,0,2-19 years,27,60,"Percent of population, crude",0,2005-2006,4,15.4,1.4,18.6,12.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Total,0,Total,0,0,2-19 years,27,60,"Percent of population, crude",0,2007-2008,5,16.8,1.3,19.8,14.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Total,0,Total,0,0,2-19 years,27,60,"Percent of population, crude",0,2009-2010,6,16.9,0.7,18.4,15.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Total,0,Total,0,0,2-19 years,27,60,"Percent of population, crude",0,2011-2012,7,16.9,1,19.2,14.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Total,0,Total,0,0,2-19 years,27,60,"Percent of population, crude",0,2013-2014,8,17.2,1.1,19.6,14.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Total,0,Total,0,0,2-19 years,27,60,"Percent of population, crude",0,2015-2016,9,18.5,1.3,21.3,15.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Total,0,Total,0,0,2-19 years,27,60,"Percent of population, crude",0,2017-2018,10,19.3,1,21.5,17.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,2-5 years,28,61,"Percent of population, crude",0,1999-2000,1,10.3,1.7,14.6,7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,2-5 years,28,61,"Percent of population, crude",0,2001-2002,2,10.6,1.8,15.1,7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,2-5 years,28,61,"Percent of population, crude",0,2003-2004,3,13.9,1.6,17.7,10.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,2-5 years,28,61,"Percent of population, crude",0,2005-2006,4,10.7,1.1,13.3,8.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,2-5 years,28,61,"Percent of population, crude",0,2007-2008,5,10.1,1.2,12.9,7.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,2-5 years,28,61,"Percent of population, crude",0,2009-2010,6,12.1,1.2,14.8,9.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,2-5 years,28,61,"Percent of population, crude",0,2011-2012,7,8.4,1.3,11.7,5.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,2-5 years,28,61,"Percent of population, crude",0,2013-2014,8,9.4,1.3,12.6,6.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,2-5 years,28,61,"Percent of population, crude",0,2015-2016,9,13.9,1.1,16.7,11.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,2-5 years,28,61,"Percent of population, crude",0,2017-2018,10,13.4,1.3,16.5,10.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,6-11 years,29,62,"Percent of population, crude",0,1999-2000,1,15.1,1.4,18.3,12.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,6-11 years,29,62,"Percent of population, crude",0,2001-2002,2,16.2,1.6,20.1,12.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,6-11 years,29,62,"Percent of population, crude",0,2003-2004,3,18.8,1.3,21.7,16.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,6-11 years,29,62,"Percent of population, crude",0,2005-2006,4,15.1,2.1,20.1,11,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,6-11 years,29,62,"Percent of population, crude",0,2007-2008,5,19.6,1.2,22.4,17.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,6-11 years,29,62,"Percent of population, crude",0,2009-2010,6,18,0.8,20.5,15.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,6-11 years,29,62,"Percent of population, crude",0,2011-2012,7,17.7,1.6,21.5,14.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,6-11 years,29,62,"Percent of population, crude",0,2013-2014,8,17.4,1.7,21.4,13.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,6-11 years,29,62,"Percent of population, crude",0,2015-2016,9,18.4,1.7,22.3,14.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,6-11 years,29,62,"Percent of population, crude",0,2017-2018,10,20.3,1.8,24.3,16.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,12-19 years,30,63,"Percent of population, crude",0,1999-2000,1,14.8,0.9,16.9,12.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,12-19 years,30,63,"Percent of population, crude",0,2001-2002,2,16.7,1.1,19.2,14.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,12-19 years,30,63,"Percent of population, crude",0,2003-2004,3,17.4,1.7,21.3,13.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,12-19 years,30,63,"Percent of population, crude",0,2005-2006,4,17.8,1.8,22,14,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,12-19 years,30,63,"Percent of population, crude",0,2007-2008,5,18.1,1.7,22,14.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,12-19 years,30,63,"Percent of population, crude",0,2009-2010,6,18.4,1.3,21.3,15.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,12-19 years,30,63,"Percent of population, crude",0,2011-2012,7,20.5,1.7,24.4,16.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,12-19 years,30,63,"Percent of population, crude",0,2013-2014,8,20.6,2.1,25.6,16.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,12-19 years,30,63,"Percent of population, crude",0,2015-2016,9,20.6,2,25.2,16.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Age group,1,1,12-19 years,30,63,"Percent of population, crude",0,2017-2018,10,21.2,1.3,24.1,18.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,64,"Percent of population, crude",0,1999-2000,1,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,64,"Percent of population, crude",0,2001-2002,2,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,64,"Percent of population, crude",0,2003-2004,3,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,64,"Percent of population, crude",0,2005-2006,4,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,64,"Percent of population, crude",0,2007-2008,5,21,1.4,24.1,18.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,64,"Percent of population, crude",0,2009-2010,6,21.2,0.8,23.7,18.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,64,"Percent of population, crude",0,2011-2012,7,22.4,1,25.3,19.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,64,"Percent of population, crude",0,2013-2014,8,21.3,1.6,25,18,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,64,"Percent of population, crude",0,2015-2016,9,25.8,1.5,29.3,22.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic",8,64,"Percent of population, crude",0,2017-2018,10,25.6,1.9,30,21.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,65,"Percent of population, crude",0,1999-2000,1,20.2,1.4,23.6,17.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,65,"Percent of population, crude",0,2001-2002,2,19.5,1.3,22.7,16.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,65,"Percent of population, crude",0,2003-2004,3,19.2,1.8,23.5,15.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,65,"Percent of population, crude",0,2005-2006,4,22.5,1.8,26.7,18.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,65,"Percent of population, crude",0,2007-2008,5,20.8,2.2,25.9,16.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,65,"Percent of population, crude",0,2009-2010,6,21.2,1.2,24.2,18.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,65,"Percent of population, crude",0,2011-2012,7,22.7,1,26.5,19.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,65,"Percent of population, crude",0,2013-2014,8,21.8,2,26.6,17.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,65,"Percent of population, crude",0,2015-2016,9,26.8,1.4,30.5,23.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"All races, Hispanic, Mexican",9,65,"Percent of population, crude",0,2017-2018,10,26.9,2.5,32.6,21.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,66,"Percent of population, crude",0,1999-2000,1,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,66,"Percent of population, crude",0,2001-2002,2,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,66,"Percent of population, crude",0,2003-2004,3,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,66,"Percent of population, crude",0,2005-2006,4,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,66,"Percent of population, crude",0,2007-2008,5,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,66,"Percent of population, crude",0,2009-2010,6,,,,,- - -,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,FN_NHANESCHRONIC17,NA_NHANES07,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,66,"Percent of population, crude",0,2011-2012,7,8.6,1.6,12.7,5.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,66,"Percent of population, crude",0,2013-2014,8,8.6,1.6,12.7,5.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,66,"Percent of population, crude",0,2015-2016,9,11,1.8,15.7,7.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Asian only, non-Hispanic",10,66,"Percent of population, crude",0,2017-2018,10,8.7,1.1,12.9,5.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,67,"Percent of population, crude",0,1999-2000,1,18.8,1,21.5,16.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,67,"Percent of population, crude",0,2001-2002,2,17.4,1,19.8,15.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,67,"Percent of population, crude",0,2003-2004,3,20,1.1,22.5,17.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,67,"Percent of population, crude",0,2005-2006,4,21.3,1.5,24.8,18,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,67,"Percent of population, crude",0,2007-2008,5,20,1.3,23.2,17.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,67,"Percent of population, crude",0,2009-2010,6,24.3,1.9,28.6,20.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,67,"Percent of population, crude",0,2011-2012,7,20.2,1.8,24.3,16.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,67,"Percent of population, crude",0,2013-2014,8,18.8,1.6,22.4,15.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,67,"Percent of population, crude",0,2015-2016,9,22,2.7,28.7,16.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
